"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","cards_yellow","cards_red","cards_yellow_red","fouls","fouled","offsides","crosses","interceptions","tackles_won","pens_won","pens_conceded","own_goals","ball_recoveries","aerials_won","aerials_lost","aerials_won_pct"
"dad4b285","2015-2016","NED","1. Dutch Eredivisie","2nd","Ajax",23,33.6,4,0,NULL,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dad4b285","2016-2017","NED","1. Dutch Eredivisie","2nd","Ajax",24,29.9,7,2,1,52,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"dad4b285","2017-2018","NED","1. Dutch Eredivisie","2nd","Ajax",25,27.6,7,2,1,39,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"dad4b285","2018-2019","NED","1. Dutch Eredivisie","1st","Ajax",26,5.4,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dad4b285","2019-2020","NED","1. Dutch Eredivisie","1st","Ajax",27,18.3,1,0,0,17,19,0,11,22,33,NULL,NULL,0,NULL,NULL,NULL,NULL
"dad4b285","2020-2021","ENG","1. Premier League","16th","Brighton",28,25.3,3,0,0,42,43,0,52,35,41,0,0,0,274,48,35,57.8
"dad4b285","2021-2022","ENG","1. Premier League","10th","Brighton",29,12.8,4,0,0,19,14,0,15,29,22,0,1,0,117,19,14,57.6
"dafa5038","2014-2015","ESP","2. Segunda División","19th","Racing Sant",19,27.4,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dafa5038","2015-2016","ESP","2. Segunda División","13th","Tenerife",20,19.9,7,0,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dafa5038","2016-2017","ESP","2. Segunda División","2nd","Girona",21,2.3,0,0,0,3,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"dafa5038","2016-2017","ESP","2. Segunda División","20th","Mallorca",21,7.3,1,2,1,19,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"dafa5038","2017-2018","ESP","2. Segunda División","6th","Numancia",22,17.5,0,0,0,19,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"dafa5038","2018-2019","ESP","2. Segunda División","6th","La Coruña",23,19,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dafa5038","2019-2020","ESP","2. Segunda División","7th","Rayo Vallecano",24,11.5,1,0,0,18,7,0,41,13,17,NULL,NULL,0,NULL,NULL,NULL,NULL
"dafa5038","2020-2021","ESP","2. Segunda División","7th","Sporting Gijón",25,32.9,4,0,0,35,19,6,130,42,44,NULL,NULL,0,NULL,NULL,NULL,NULL
"dafa5038","2021-2022","ESP","1. La Liga","18th","Alavés",26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NULL
"db001fa9","2014-2015","URU","1. Primera División","1st","Nacional",22,18.7,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db001fa9","2015-2016","URU","1. Primera División","2nd","Nacional",23,26.3,7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db001fa9","2016","URU","1. Primera División","1st","Nacional",24,9.9,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db001fa9","2017","URU","1. Primera División","3rd","Nacional",25,30.4,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db001fa9","2018","URU","1. Primera División","1st","Nacional",26,31.3,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db001fa9","2018-2019","ESP","2. Segunda División","7th","Cádiz",26,4.8,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db001fa9","2019-2020","ESP","2. Segunda División","2nd","Cádiz",27,34.4,7,1,1,58,34,3,84,55,82,NULL,NULL,0,NULL,NULL,NULL,NULL
"db001fa9","2020-2021","ESP","1. La Liga","12th","Cádiz",28,28.9,6,0,0,34,22,3,61,46,58,0,0,0,249,38,43,46.9
"db001fa9","2021-2022","ESP","1. La Liga","19th","Cádiz",29,18,3,0,0,28,27,1,52,52,36,0,0,0,179,30,31,49.2
"db092d3b","2014-2015","FRA","2. Ligue 2","20th","Arles-Avignon",16,3.7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db092d3b","2016-2017","ENG","Jr. PL2 — Div. 1","4th","Arsenal",18,11,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db092d3b","2016-2017","FRA","2. Ligue 2","16th","Tours",18,13.2,0,0,0,26,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db092d3b","2017-2018","ITA","2. Serie B","1st","Empoli",19,33.6,2,0,0,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db092d3b","2018-2019","ITA","1. Serie A","18th","Empoli",20,32.9,7,0,0,52,78,0,20,60,68,0,1,0,395,24,26,48
"db092d3b","2019-2020","ITA","1. Serie A","6th","Milan",21,27.6,14,0,0,55,50,0,9,46,60,0,2,0,369,25,26,49
"db092d3b","2020-2021","ITA","1. Serie A","2nd","Milan",22,14.7,4,0,0,23,36,0,7,22,24,1,1,0,177,15,22,40.5
"db092d3b","2021-2022","ITA","1. Serie A","2nd","Milan",23,8.5,2,0,0,9,32,0,12,12,16,0,0,0,106,7,8,46.7
"db23d9fc","2018","BRA","1. Série A","2nd","Flamengo",18,5.6,1,0,0,6,2,0,0,12,11,0,0,0,NULL,NULL,NULL,NULL
"db23d9fc","2019","BRA","1. Série A","1st","Flamengo",19,11.6,2,0,0,13,4,0,0,7,9,NULL,NULL,0,NULL,NULL,NULL,NULL
"db23d9fc","2020","BRA","1. Série A","1st","Flamengo",20,2.4,1,0,0,3,4,0,0,4,2,NULL,NULL,0,NULL,NULL,NULL,NULL
"db23d9fc","2021-2022","FRA","1. Ligue 1","5th","Montpellier",22,6.1,3,1,1,7,1,0,1,7,13,0,0,0,37,10,6,62.5
"db3164e1","2015-2016","FRA","2. Ligue 2","14th","Nîmes",22,1.8,0,1,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db3164e1","2016-2017","FRA","2. Ligue 2","6th","Nîmes",23,14,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db3164e1","2017-2018","FRA","2. Ligue 2","12th","Orléans",24,29,4,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db3164e1","2018-2019","FRA","2. Ligue 2","8th","Orléans",25,37,4,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db3164e1","2019-2020","FRA","2. Ligue 2","4th","Troyes",26,28,2,0,0,0,9,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"db3164e1","2020-2021","FRA","2. Ligue 2","1st","Troyes",27,35,3,0,0,3,10,0,0,1,2,NULL,NULL,0,NULL,NULL,NULL,NULL
"db3164e1","2021-2022","FRA","1. Ligue 1","15th","Troyes",28,19,1,0,0,0,4,0,0,0,0,0,0,0,101,0,0,NULL
"db401046","2012-2013","GER","1. Bundesliga","16th","Hoffenheim",20,15.4,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2013-2014","GER","1. Bundesliga","9th","Hoffenheim",21,22.8,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2014-2015","GER","1. Bundesliga","10th","Werder Bremen",22,6,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2015-2016","GER","1. Bundesliga","8th","Wolfsburg",23,13,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db401046","2016-2017","GER","1. Bundesliga","16th","Wolfsburg",24,20,3,0,0,0,3,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL
"db401046","2017-2018","GER","1. Bundesliga","16th","Wolfsburg",25,34,1,0,0,1,8,0,0,0,1,0,0,0,206,0,0,NULL
"db401046","2018-2019","GER","1. Bundesliga","6th","Wolfsburg",26,25.5,0,0,0,0,3,0,0,0,0,0,0,0,142,0,0,NULL
"db401046","2019-2020","GER","1. Bundesliga","7th","Wolfsburg",27,26,1,0,0,0,3,0,0,0,0,0,0,0,149,0,0,NULL
"db401046","2020-2021","GER","1. Bundesliga","4th","Wolfsburg",28,32,0,0,0,1,3,0,0,0,0,0,1,0,164,0,0,NULL
"db401046","2021-2022","GER","1. Bundesliga","13th","Wolfsburg",29,15,0,0,0,0,2,0,0,0,0,0,0,0,73,0,0,NULL
"db4ed67b","2017-2018","GER","1. Bundesliga","4th","Dortmund",21,12.7,4,0,0,34,12,0,4,16,22,0,0,0,122,1,10,9.1
"db4ed67b","2018-2019","GER","1. Bundesliga","2nd","Dortmund",22,7.7,2,0,0,11,7,0,0,8,15,0,0,0,78,0,5,0
"db4ed67b","2019-2020","GER","1. Bundesliga","2nd","Dortmund",23,6.2,1,0,0,12,8,0,4,5,7,0,0,0,58,3,5,37.5
"db4ed67b","2020-2021","GER","1. Bundesliga","3rd","Dortmund",24,14,2,0,0,29,19,0,7,21,24,0,1,0,170,14,12,53.8
"db4ed67b","2021-2022","GER","1. Bundesliga","2nd","Dortmund",25,9.3,4,1,1,13,6,0,8,16,11,0,0,0,90,8,4,66.7
"db750822","2010-2011","ESP","2. Segunda División","15th","Las Palmas",20,8.8,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db750822","2011-2012","ESP","2. Segunda División","9th","Las Palmas",21,28.9,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db750822","2012-2013","ESP","2. Segunda División","6th","Las Palmas",22,37.2,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db750822","2013-2014","ESP","1. La Liga","5th","Sevilla",23,24.2,6,0,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db750822","2014-2015","ESP","1. La Liga","5th","Sevilla",24,23.1,6,0,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db750822","2015-2016","ESP","1. La Liga","7th","Sevilla",25,22.8,5,1,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db750822","2016-2017","ESP","1. La Liga","4th","Sevilla",26,25.9,6,1,1,43,80,21,29,20,37,2,0,0,NULL,NULL,NULL,NULL
"db750822","2017-2018","ESP","1. La Liga","2nd","Atlético Madrid",27,6.9,1,1,0,20,28,3,6,5,4,1,0,0,58,4,6,40
"db750822","2017-2018","ESP","1. La Liga","19th","Las Palmas",27,7.7,0,0,0,6,31,2,9,5,8,0,0,0,36,0,5,0
"db750822","2018-2019","ESP","1. La Liga","2nd","Atlético Madrid",28,8.4,1,0,0,7,43,2,9,6,15,0,0,0,60,5,16,23.8
"db750822","2019-2020","ESP","1. La Liga","3rd","Atlético Madrid",29,13.6,3,0,0,27,48,8,10,5,12,0,0,0,106,12,35,25.5
"db750822","2020-2021","ESP","1. La Liga","1st","Atlético Madrid",30,3.3,2,0,0,6,9,1,1,1,3,1,0,0,20,7,6,53.8
"db750822","2021-2022","ESP","1. La Liga","16th","Getafe",31,2.4,0,0,0,7,8,1,2,1,0,0,0,0,8,3,3,50
"db7849ca","2013-2014","FRA","1. Ligue 1","17th","Nice",16,2.3,0,0,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db7849ca","2014-2015","FRA","1. Ligue 1","11th","Nice",17,1.2,2,0,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db7849ca","2015-2016","FRA","1. Ligue 1","4th","Nice",18,1.3,1,0,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db7849ca","2016-2017","FRA","2. Ligue 2","12th","Sochaux",19,12.9,0,0,0,16,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db7849ca","2017-2018","FRA","2. Ligue 2","6th","Clermont Foot",20,21.7,2,1,0,19,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db7849ca","2018-2019","FRA","2. Ligue 2","10th","Clermont Foot",21,31.4,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db7849ca","2019-2020","FRA","1. Ligue 1","17th","Saint-Étienne",22,9.4,1,0,0,10,6,0,42,5,16,0,0,0,83,7,12,36.8
"db7849ca","2020-2021","FRA","1. Ligue 1","17th","Brest",23,27.3,3,0,0,37,14,5,113,24,24,0,1,0,167,22,30,42.3
"db7849ca","2021-2022","FRA","1. Ligue 1","12th","Brest",24,18.1,3,0,0,18,16,3,72,16,26,1,0,0,93,13,21,38.2
"db87a2c4","2017-2018","ENG","Jr. PL2 — Div. 1","8th","Chelsea",17,10,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db87a2c4","2018-2019","ENG","Jr. PL2 — Div. 1","6th","Chelsea",18,4.6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db87a2c4","2019-2020","FRA","1. Ligue 1","1st","Paris S-G",19,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NULL
"db87a2c4","2020-2021","ESP","2. Segunda División","16th","Cartagena",20,3,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"db87a2c4","2020-2021","FRA","2. Ligue 2","20th","Châteauroux",20,9,0,0,0,0,2,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL
"db87a2c4","2020-2021","FRA","1. Ligue 1","2nd","Paris S-G",20,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,NULL
"db8c8860","2021-2022","GER","1. Bundesliga","4th","Leverkusen",16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
"db8c8860","2021-2022","GER","Jr. U19 Bundesliga","13th","Leverkusen U19",16,6.2,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"db8f0eba","2013-2014","ESP","1. La Liga","12th","Rayo Vallecano",21,3.9,0,0,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db8f0eba","2014-2015","ESP","1. La Liga","11th","Rayo Vallecano",22,9.3,1,0,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db8f0eba","2015-2016","ESP","1. La Liga","18th","Rayo Vallecano",23,20.4,5,0,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db8f0eba","2016-2017","ESP","2. Segunda División","12th","Rayo Vallecano",24,29.8,6,0,0,50,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db8f0eba","2017-2018","ESP","2. Segunda División","1st","Rayo Vallecano",25,38.2,3,0,0,56,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"db8f0eba","2018-2019","ESP","1. La Liga","20th","Rayo Vallecano",26,25.4,5,1,1,53,45,9,102,25,34,1,1,0,166,19,34,35.8
"db8f0eba","2019-2020","ESP","1. La Liga","20th","Espanyol",27,15.2,4,0,0,30,34,1,58,11,18,0,0,0,107,12,38,24
"db8f0eba","2019-2020","ESP","2. Segunda División","7th","Rayo Vallecano",27,22.3,4,0,0,33,42,9,233,20,29,NULL,NULL,0,NULL,NULL,NULL,NULL
"db8f0eba","2020-2021","ESP","2. Segunda División","1st","Espanyol",28,33.1,11,0,0,47,68,10,315,29,47,NULL,NULL,0,NULL,NULL,NULL,NULL
"db8f0eba","2021-2022","ESP","1. La Liga","11th","Espanyol",29,15.1,2,0,0,25,30,5,51,19,13,0,0,0,114,10,20,33.3
"dbd1b101","2017-2018","GER","Jr. U17 Bundesliga","38th","Freiburg U17",15,14,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbd1b101","2017-2018","GER","Jr. U19 Bundesliga","23rd","Freiburg U19",15,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbd1b101","2018-2019","GER","Jr. U19 Bundesliga","20th","Freiburg U19",16,18,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbd1b101","2019-2020","GER","Jr. U19 Bundesliga","11th","Freiburg U19",17,18.2,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbd1b101","2020-2021","GER","Jr. U19 Bundesliga","27th","Freiburg U19",18,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbd1b101","2021-2022","GER","3. 3. Liga","12th","SC Freiburg II",19,17,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbde4959","2019-2020","FRA","2. Ligue 2","4th","Troyes",21,7.6,1,1,0,9,7,2,33,5,11,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbde4959","2020-2021","FRA","2. Ligue 2","1st","Troyes",22,27.7,6,0,0,34,29,2,128,19,16,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbde4959","2021-2022","FRA","1. Ligue 1","15th","Troyes",23,3.8,0,0,0,1,2,1,6,4,6,0,0,0,29,8,9,47.1
"dbf053da","2016-2017","ENG","Jr. PL2 — Div. 1","2nd","Manchester City",16,6.5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbf053da","2017-2018","GER","1. Bundesliga","4th","Dortmund",17,7.7,0,0,0,1,9,1,15,6,5,0,0,0,57,3,14,17.6
"dbf053da","2017-2018","GER","Jr. U19 Bundesliga","7th","Dortmund U19",17,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dbf053da","2018-2019","GER","1. Bundesliga","2nd","Dortmund",18,27.3,2,0,0,8,42,4,54,17,15,2,0,0,189,0,14,0
"dbf053da","2019-2020","GER","1. Bundesliga","2nd","Dortmund",19,25.4,2,0,0,12,22,9,46,14,14,0,0,0,136,1,17,5.6
"dbf053da","2020-2021","GER","1. Bundesliga","3rd","Dortmund",20,22.9,0,0,0,2,26,9,52,14,11,0,0,0,154,5,22,18.5
"dbf053da","2021-2022","ENG","1. Premier League","7th","Manchester Utd",21,8.4,0,0,0,4,2,3,16,6,3,0,0,0,57,1,9,10
"dc008610","2014-2015","ESP","1. La Liga","20th","Córdoba",21,16.9,5,0,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc008610","2015-2016","ESP","2. Segunda División","5th","Córdoba",22,35.7,10,0,NULL,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc008610","2016-2017","ESP","1. La Liga","16th","La Coruña",23,32.1,6,0,0,92,37,34,22,4,18,2,0,0,NULL,NULL,NULL,NULL
"dc008610","2017-2018","ESP","1. La Liga","18th","La Coruña",24,18.2,6,0,0,59,22,18,23,3,9,0,0,0,63,14,47,23
"dc008610","2018-2019","ENG","1. Premier League","17th","Brighton",25,9.8,5,0,0,33,21,4,9,1,10,0,0,0,53,29,62,31.9
"dc008610","2019-2020","ENG","1. Premier League","15th","Brighton",26,0.8,0,1,0,1,2,0,1,0,2,0,0,0,7,2,3,40
"dc008610","2019-2020","TUR","1. Süper Lig","6th","Galatasaray",26,5.4,1,0,0,14,6,7,3,1,6,NULL,NULL,0,NULL,NULL,NULL,NULL
"dc008610","2020-2021","ENG","Jr. PL2 — Div. 1","9th","Brighton",27,0.1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
"dc008610","2021-2022","ESP","1. La Liga","19th","Cádiz",28,1.2,0,0,0,1,1,2,0,0,0,0,0,0,4,6,12,33.3
"dc1c2fce","2014-2015","ESP","2. Segunda División","18th","Osasuna",19,5.2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc1c2fce","2015-2016","ESP","2. Segunda División","6th","Osasuna",20,20.4,9,1,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc1c2fce","2016-2017","ESP","1. La Liga","19th","Osasuna",21,23.6,3,0,0,29,35,2,77,53,52,0,1,0,NULL,NULL,NULL,NULL
"dc1c2fce","2017-2018","ITA","1. Serie A","9th","Torino",22,11.6,1,0,0,27,20,3,20,7,12,0,0,0,87,9,14,39.1
"dc1c2fce","2018-2019","ITA","1. Serie A","7th","Torino",23,16.5,4,0,0,30,36,3,60,4,27,1,0,0,104,11,34,24.4
"dc1c2fce","2019-2020","ITA","1. Serie A","16th","Torino",24,20.3,4,0,0,32,45,8,38,15,12,0,0,0,124,19,41,31.7
"dc1c2fce","2020-2021","ESP","1. La Liga","10th","Athletic Club",25,25.3,4,0,0,48,52,18,63,24,31,1,0,0,154,25,35,41.7
"dc1c2fce","2020-2021","ITA","1. Serie A","17th","Torino",25,1.5,0,0,0,2,3,1,2,0,0,0,0,0,9,1,2,33.3
"dc1c2fce","2021-2022","ESP","1. La Liga","10th","Athletic Club",26,10.4,3,0,0,34,18,7,37,8,14,0,0,0,74,21,29,42
"dc366c36","2010-2011","CZE","1. First League","8th","Hradec Králové",17,2,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2011-2012","CZE","1. First League","13th","Hradec Králové",18,13,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2012-2013","CZE","1. First League","16th","Hradec Králové",19,20,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2014-2015","CZE","1. First League","15th","Hradec Králové",21,25.5,1,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2015-2016","CZE","1. First League","3rd","Slovan Liberec",22,25,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc366c36","2016-2017","CZE","1. First League","3rd","Sparta Prague",23,23,1,0,0,NULL,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"dc366c36","2017-2018","FRA","1. Ligue 1","5th","Rennes",24,34,0,0,0,2,3,0,0,0,0,0,1,0,172,0,0,NULL
"dc366c36","2017-2018","CZE","1. First League","5th","Sparta Prague",24,4,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
"dc366c36","2018-2019","FRA","1. Ligue 1","10th","Rennes",25,32.5,1,0,0,0,1,0,0,0,0,0,0,0,149,0,0,NULL
"dc366c36","2019-2020","GER","1. Bundesliga","15th","Augsburg",26,24,2,0,0,0,2,0,0,1,0,0,0,0,140,0,0,NULL
"dc38e3bc","2020-2021","GER","1. Bundesliga","5th","Eint Frankfurt",22,1.1,1,0,0,5,1,1,0,0,0,0,0,0,7,13,4,76.5
"dc38e3bc","2021-2022","GER","1. Bundesliga","6th","Eint Frankfurt",23,1.3,0,0,0,5,2,5,4,0,1,0,0,0,13,16,3,84.2
"dc3e663e","2021-2022","ITA","1. Serie A","17th","Spezia",21,3.8,2,0,0,4,2,1,1,11,4,0,1,0,19,5,5,50
"dc3fa3b5","2010-2011","GER","2. 2. Bundesliga","18th","Arminia",18,8.8,4,0,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2011-2012","GER","3. 3. Liga","13th","Arminia",19,3.5,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2011-2012","GER","2. 2. Bundesliga","5th","Paderborn 07",19,7.9,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2012-2013","GER","2. 2. Bundesliga","12th","Paderborn 07",20,27.1,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2013-2014","GER","2. 2. Bundesliga","2nd","Paderborn 07",21,12.1,4,0,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2013-2014","GER","3. 3. Liga","2nd","RB Leipzig",21,15.7,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2014-2015","GER","2. 2. Bundesliga","5th","RB Leipzig",22,23.8,6,0,NULL,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2015-2016","GER","2. 2. Bundesliga","2nd","RB Leipzig",23,24.3,7,0,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"dc3fa3b5","2016-2017","GER","1. Bundesliga","2nd","RB Leipzig",24,31.9,4,0,0,78,73,1,30,100,90,0,1,0,NULL,NULL,NULL,NULL
"dc3fa3b5","2017-2018","GER","1. Bundesliga","6th","RB Leipzig",25,25.4,4,0,0,46,75,0,12,32,38,1,0,0,325,12,38,24
"dc3fa3b5","2018-2019","GER","1. Bundesliga","3rd","RB Leipzig",26,22.8,4,0,0,42,54,0,31,20,50,0,0,0,307,16,16,50
"dc3fa3b5","2019-2020","ITA","1. Serie A","7th","Napoli",27,10,6,0,0,28,16,0,4,4,13,0,0,0,85,5,9,35.7
"dc3fa3b5","2019-2020","GER","1. Bundesliga","3rd","RB Leipzig",27,13.5,3,0,0,22,18,0,6,12,28,0,0,0,139,10,17,37
"dc3fa3b5","2020-2021","ITA","1. Serie A","5th","Napoli",28,17.7,6,0,0,40,32,1,8,17,37,0,0,0,168,7,16,30.4
"dc3fa3b5","2021-2022","ITA","1. Serie A","3rd","Napoli",29,2.6,3,0,0,10,2,0,2,4,3,0,0,0,25,2,0,100
"dc62b55d","2018-2019","GER","1. Bundesliga","3rd","RB Leipzig",19,9.5,1,0,0,34,16,5,11,2,5,1,0,0,58,12,23,34.3
