"id","season","country","comp_level","lg_finish","squad","age","minutes_90s","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","dribbles_completed","dribbles","dribbles_completed_pct","players_dribbled_past","nutmegs","carries","carry_distance","carry_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","pass_targets","passes_received","passes_received_pct","progressive_passes_received"
"b0c71810","2013-2014","FRA","2. Ligue 2","9th","Angers",19,18.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0c71810","2014-2015","FRA","2. Ligue 2","3rd","Angers",20,12.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0c71810","2014-2015","FRA","1. Ligue 1","8th","Lille",20,11.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0c71810","2015-2016","FRA","1. Ligue 1","5th","Lille",21,25.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0c71810","2016-2017","ENG","1. Premier League","8th","Southampton",22,12.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0c71810","2017-2018","ENG","1. Premier League","17th","Southampton",23,13.5,819,11,93,384,426,64,797,58,96,60.4,64,7,659,3616,2210,113,42,17,38,52,725,610,84.1,89
"b0c71810","2018-2019","ESP","1. La Liga","17th","Celta Vigo",24,23.2,1303,14,188,668,613,106,1255,168,254,66.1,179,3,1176,6018,4015,200,68,40,66,72,1184,975,82.3,128
"b0c71810","2019-2020","ENG","1. Premier League","11th","Southampton",25,8.5,515,6,53,203,322,53,507,54,96,56.3,61,3,447,2446,1547,90,31,20,21,41,468,382,81.6,68
"b0c71810","2020-2021","FRA","1. Ligue 1","13th","Angers",26,8.1,433,2,70,230,181,26,425,40,67,59.7,43,2,366,1781,1043,52,22,5,12,40,386,316,81.9,35
"b0c71810","2021-2022","FRA","1. Ligue 1","11th","Angers",27,16,911,3,54,489,437,67,810,52,98,53.1,59,7,673,3243,1994,121,36,16,48,59,862,676,78.4,113
"b0f7e36c","2016-2017","ITA","1. Serie A","8th","Fiorentina",18,16.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0f7e36c","2017-2018","ITA","1. Serie A","8th","Fiorentina",19,33.5,1573,17,214,653,878,183,1514,79,143,55.2,88,4,1271,7779,5036,247,89,53,77,97,1381,1092,79.1,302
"b0f7e36c","2018-2019","ITA","1. Serie A","16th","Fiorentina",20,33.7,1558,12,130,603,979,242,1490,89,174,51.1,98,8,1310,7615,5028,278,78,59,88,98,1599,1130,70.7,329
"b0f7e36c","2019-2020","ITA","1. Serie A","10th","Fiorentina",21,29.3,1225,12,147,494,686,173,1164,60,93,64.5,64,5,940,5762,3838,227,53,45,53,58,1266,872,68.9,203
"b0f7e36c","2020-2021","ITA","1. Serie A","13th","Fiorentina",22,2.7,158,5,33,57,77,23,138,8,13,61.5,8,0,116,611,416,26,5,9,5,6,119,104,87.4,16
"b0f7e36c","2020-2021","ITA","1. Serie A","4th","Juventus",22,24.6,1100,22,165,457,579,122,1050,35,62,56.5,36,3,821,5113,3331,159,45,44,36,42,1006,789,78.4,132
"b0f7e36c","2021-2022","ITA","1. Serie A","5th","Juventus",23,8.4,374,6,67,166,178,40,342,20,30,66.7,21,2,262,1615,1089,39,15,8,15,21,342,240,70.2,39
"b0fce72c","2015-2016","ESP","2. Segunda División","22nd","Bilbao B",22,39.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0fce72c","2016-2017","ESP","1. La Liga","7th","Athletic Club",23,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0fce72c","2016-2017","ESP","1. La Liga","18th","Sporting Gijón",23,15.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b0fce72c","2017-2018","ESP","1. La Liga","16th","Athletic Club",24,9,495,21,81,318,127,15,480,5,8,62.5,5,0,339,1802,843,38,14,2,7,16,353,306,86.7,26
"b0fce72c","2018-2019","ESP","1. La Liga","13th","Leganés",25,23,1094,41,223,652,283,31,1085,23,48,47.9,26,1,715,3294,1522,64,26,2,39,27,822,688,83.7,75
"b0fce72c","2019-2020","ESP","1. La Liga","11th","Athletic Club",26,14.1,730,42,177,436,148,16,713,8,14,57.1,10,0,402,2090,944,40,14,2,11,10,450,409,90.9,32
"b0fce72c","2020-2021","ESP","1. La Liga","10th","Athletic Club",27,19.1,1098,52,242,728,191,25,1089,8,11,72.7,9,0,651,3450,1644,65,20,5,11,16,768,700,91.1,30
"b0fce72c","2021-2022","ESP","1. La Liga","10th","Athletic Club",28,4.2,270,23,56,175,51,7,267,2,2,100,2,0,157,878,464,19,6,1,5,3,168,158,94,8
"b1236c63","2009-2010","CZE","1. First League","14th","Slovácko",19,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1236c63","2010-2011","CZE","1. First League","12th","Slovácko",20,8.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1236c63","2011-2012","CZE","1. First League","16th","Viktoria Žižkov",21,8.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1236c63","2015-2016","CRO","1. 1. HNL","5th","Inter Zaprešić",25,32.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1236c63","2016-2017","ITA","1. Serie A","19th","Palermo",26,34.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1236c63","2017-2018","ITA","2. Serie B","4th","Palermo",27,24.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1236c63","2018-2019","ITA","2. Serie B","11th","Palermo",28,21.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1236c63","2019-2020","ITA","1. Serie A","13th","Udinese",29,13.9,540,16,47,285,222,62,518,9,16,56.3,11,0,321,1251,576,31,8,4,27,18,647,417,64.5,155
"b1236c63","2020-2021","ITA","1. Serie A","14th","Udinese",30,7.8,285,6,31,130,138,45,273,4,8,50,7,1,178,485,193,7,7,0,8,8,342,200,58.5,56
"b1236c63","2021-2022","ITA","1. Serie A","14th","Udinese",31,0.1,15,0,0,7,8,2,12,0,0,NULL,0,0,7,8,1,0,0,0,1,0,12,12,100,4
"b14d0c5d","2008-2009","POR","1. Primeira Liga","3rd","Benfica",18,22.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2009-2010","POR","1. Primeira Liga","1st","Benfica",19,2.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2010-2011","POR","1. Primeira Liga","2nd","Benfica",20,13.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2011-2012","TUR","1. Süper Lig","4th","Beşiktaş",21,8.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2013-2014","ESP","1. La Liga","14th","Espanyol",23,11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2014-2015","ESP","1. La Liga","16th","La Coruña",24,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2015-2016","ESP","1. La Liga","15th","La Coruña",25,32.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2016-2017","ESP","1. La Liga","16th","La Coruña",26,27.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14d0c5d","2017-2018","ESP","1. La Liga","18th","La Coruña",27,19.8,961,153,579,401,40,21,947,9,11,81.8,9,0,589,3870,1754,38,4,3,7,3,497,490,98.6,13
"b14d0c5d","2018-2019","ESP","1. La Liga","10th","Betis",28,19.4,1448,115,598,803,144,24,1379,15,19,78.9,16,0,1041,5839,2822,91,35,3,10,5,1063,1035,97.4,13
"b14d0c5d","2019-2020","ESP","1. La Liga","15th","Betis",29,13.1,993,143,514,504,33,9,945,7,9,77.8,8,3,629,3349,1244,42,7,2,2,2,684,672,98.2,2
"b14d0c5d","2020-2021","ESP","1. La Liga","6th","Betis",30,7.7,591,70,332,278,13,3,578,0,1,0,0,0,388,1985,772,20,6,0,1,2,421,420,99.8,0
"b14f755d","2014","ARG","1. Primera Div","9th","Arsenal",23,13.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2015","ARG","1. Primera Div","28th","Arsenal",24,25.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2016","ARG","1. Primera Div","1st","Lanús",25,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2016-2017","ARG","1. Primera Div","8th","Lanús",26,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2017-2018","ARG","1. Primera Div","21st","Lanús",27,20.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2018-2019","ARG","1. Primera Div","3rd","Boca Juniors",28,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2018-2019","MEX","1. Liga MX","2nd","Cruz Azul",28,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2019-2020","ARG","1. Primera Div","1st","Boca Juniors",29,12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b14f755d","2020-2021","ESP","1. La Liga","17th","Elche",30,29.4,1745,128,628,1103,133,9,1688,15,19,78.9,17,0,1196,5874,2880,81,13,0,14,14,1243,1188,95.6,13
"b14f755d","2021-2022","ESP","1. La Liga","17th","Elche",31,6.4,363,23,132,227,27,0,348,4,5,80,4,0,231,950,399,10,2,0,5,2,231,217,93.9,2
"b18ef366","2010","NOR","1. Tippeligaen","2nd","Vålerenga",16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2011","NOR","1. Tippeligaen","7th","Vålerenga",17,19.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2012","NOR","1. Tippeligaen","8th","Vålerenga",18,14.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2012-2013","AUT","1. Bundesliga","2nd","RB Salzburg",19,11.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2013-2014","GER","1. Bundesliga","18th","Braunschweig",20,14.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2013-2014","AUT","1. Bundesliga","1st","RB Salzburg",20,1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2014-2015","GER","2. 2. Bundesliga","6th","Braunschweig",21,26.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2015-2016","GER","2. 2. Bundesliga","1st","Freiburg",22,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2015-2016","AUT","1. Bundesliga","1st","RB Salzburg",22,4.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2016-2017","GER","1. Bundesliga","7th","Freiburg",23,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2017-2018","GER","2. 2. Bundesliga","1st","Düsseldorf",24,7.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2018-2019","GER","2. 2. Bundesliga","18th","MSV Duisburg",25,12.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2019-2020","GER","2. 2. Bundesliga","9th","Greuther Fürth",26,23.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2020-2021","GER","2. 2. Bundesliga","2nd","Greuther Fürth",27,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b18ef366","2021-2022","GER","1. Bundesliga","18th","Greuther Fürth",28,10.2,388,14,49,191,164,45,377,16,31,51.6,16,4,211,787,408,19,7,2,32,17,390,268,68.7,65
"b19db005","2015-2016","FRA","1. Ligue 1","8th","Rennes",18,21.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b19db005","2016-2017","GER","1. Bundesliga","3rd","Dortmund",19,22.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b19db005","2017-2018","ESP","1. La Liga","1st","Barcelona",20,10.3,648,2,32,265,411,63,617,37,65,56.9,41,2,567,2983,1880,101,39,21,28,32,628,520,82.8,111
"b19db005","2018-2019","ESP","1. La Liga","1st","Barcelona",21,18.5,1247,5,80,537,776,132,1180,89,132,67.4,94,4,1088,6001,3777,210,78,33,42,43,1239,1031,83.2,194
"b19db005","2019-2020","ESP","1. La Liga","2nd","Barcelona",22,4,310,1,19,110,213,23,286,16,31,51.6,17,0,259,1406,843,68,14,10,12,7,307,257,83.7,29
"b19db005","2020-2021","ESP","1. La Liga","3rd","Barcelona",23,19.7,1287,8,77,445,883,155,1231,73,120,60.8,78,6,1062,6368,4159,260,73,57,50,29,1311,1079,82.3,191
"b19db005","2021-2022","ESP","1. La Liga","7th","Barcelona",24,3.5,222,2,14,81,152,15,196,6,17,35.3,8,1,166,1340,897,53,14,8,13,2,201,159,79.1,23
"b1b25949","2004-2005","ENG","4. League Two","19th","Notts County",18,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2007-2008","ENG","2. Championship","11th","Charlton Ath",21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2008-2009","ENG","2. Championship","24th","Charlton Ath",22,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2009-2010","ENG","3. League One","4th","Charlton Ath",23,31.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2010-2011","ENG","3. League One","13th","Charlton Ath",24,34.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2011-2012","ENG","3. League One","1st","Charlton Ath",25,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2012-2013","ENG","1. Premier League","16th","Newcastle Utd",26,9.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2013-2014","ENG","1. Premier League","10th","Newcastle Utd",27,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2014-2015","ENG","1. Premier League","15th","Newcastle Utd",28,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2015-2016","ENG","1. Premier League","18th","Newcastle Utd",29,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2016-2017","ENG","2. Championship","1st","Newcastle Utd",30,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1b25949","2017-2018","ENG","1. Premier League","10th","Newcastle Utd",31,16,581,498,571,11,0,0,349,0,0,NULL,0,0,222,1244,847,0,0,0,0,0,186,186,100,0
"b1cd37e6","2011-2012","SRB","1. SuperLiga","6th","Radnički Krag",18,23.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1cd37e6","2012-2013","NED","1. Dutch Eredivisie","7th","Groningen",19,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1cd37e6","2012-2013","SRB","1. SuperLiga","10th","Javor Ivanjica",19,1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1cd37e6","2013-2014","NED","1. Dutch Eredivisie","7th","Groningen",20,32.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1cd37e6","2014-2015","GER","1. Bundesliga","14th","Stuttgart",21,17.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1cd37e6","2015-2016","GER","1. Bundesliga","17th","Stuttgart",22,28.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1cd37e6","2016-2017","GER","1. Bundesliga","14th","Hamburger SV",23,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b1cd37e6","2017-2018","GER","1. Bundesliga","17th","Hamburger SV",24,27.1,1178,14,143,463,650,120,1122,43,95,45.3,48,1,809,4392,2678,128,41,28,63,70,1098,767,69.9,237
"b1cd37e6","2018-2019","GER","1. Bundesliga","7th","Eint Frankfurt",25,32.8,1991,60,426,857,849,111,1578,56,80,70,60,3,1181,8022,5033,207,64,48,36,49,1247,1002,80.4,149
"b1cd37e6","2019-2020","GER","1. Bundesliga","9th","Eint Frankfurt",26,32.9,2063,25,312,924,1015,115,1744,86,141,61,88,6,1404,8613,5480,242,91,48,63,62,1518,1238,81.6,178
"b1cd37e6","2020-2021","GER","1. Bundesliga","5th","Eint Frankfurt",27,28.2,1951,42,328,845,921,120,1642,34,66,51.5,36,2,1177,7326,4513,232,70,44,48,42,1424,1184,83.1,167
"b1cd37e6","2021-2022","GER","1. Bundesliga","6th","Eint Frankfurt",28,15.1,950,20,145,411,458,47,771,26,51,51,29,1,586,3495,2253,115,26,22,34,21,713,579,81.2,83
"b1e5bbec","2020-2021","ESP","1. La Liga","9th","Granada",18,1,40,37,40,0,0,0,21,0,0,NULL,0,0,5,21,16,0,0,0,0,0,9,8,88.9,0
"b217ef29","2009-2010","GER","1. Bundesliga","2nd","Schalke 04",17,15.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b217ef29","2010-2011","GER","1. Bundesliga","14th","Schalke 04",18,16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b217ef29","2011-2012","GER","1. Bundesliga","3rd","Schalke 04",19,29.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b217ef29","2012-2013","GER","1. Bundesliga","4th","Schalke 04",20,31.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b217ef29","2013-2014","GER","1. Bundesliga","3rd","Schalke 04",21,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b217ef29","2014-2015","GER","1. Bundesliga","6th","Schalke 04",22,17.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b217ef29","2015-2016","GER","1. Bundesliga","5th","Schalke 04",23,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b217ef29","2016-2017","ENG","1. Premier League","4th","Liverpool",24,27.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
